OpenCTD,,,,,,,,Commercial CTD,,,,
Raw Data,,,,,Processed Data,,,Raw Data,,,Processed Data,
Temp 1,Temp 2,Temp 3,Pressure,,Depth (m),Temp C,,Depth (m),Temp C,,Depth (m),Temp Temp C
,,,,,,,,25.439,5.8218,,25.44,5.82
,,,,,,,,25.452,5.8219,,25.45,5.82
,,,,,,,,25.459,5.8221,,25.46,5.82
,,,,,,,,25.473,5.8218,,25.47,5.82
,,,,,,,,25.469,5.8218,,25.47,5.82
,,,,,,,,25.483,5.8222,,25.48,5.82
,,,,,,,,25.49,5.8223,,25.49,5.82
,,,,,,,,25.499,5.8221,,25.5,5.82
,,,,,,,,25.503,5.8218,,25.5,5.82
,,,,,,,,25.509,5.8218,,25.51,5.82
,,,,,,,,25.523,5.8223,,25.52,5.82
,,,,,,,,25.529,5.8226,,25.53,5.82
,,,,,,,,25.543,5.8231,,25.54,5.82
,,,,,,,,25.55,5.8233,,25.55,5.82
,,,,,,,,25.553,5.8229,,25.55,5.82
,,,,,,,,25.569,5.823,,25.57,5.82
,,,,,,,,25.574,5.8231,,25.57,5.82
,,,,,,,,25.58,5.8226,,25.58,5.82
,,,,,,,,25.594,5.8231,,25.59,5.82
,,,,,,,,25.59,5.8229,,25.59,5.82
,,,,,,,,25.604,5.8228,,25.6,5.82
,,,,,,,,25.611,5.8226,,25.61,5.82
,,,,,,,,25.623,5.8226,,25.62,5.82
,,,,,,,,25.63,5.8218,,25.63,5.82
,,,,,,,,25.634,5.82,,25.63,5.82
,,,,,,,,25.641,5.8199,,25.64,5.82
,,,,,,,,25.653,5.8206,,25.65,5.82
,,,,,,,,25.66,5.8214,,25.66,5.82
,,,,,,,,25.664,5.8211,,25.66,5.82
,,,,,,,,25.67,5.8212,,25.67,5.82
,,,,,,,,25.684,5.8213,,25.68,5.82
,,,,,,,,25.691,5.8215,,25.69,5.82
,,,,,,,,25.695,5.8218,,25.7,5.82
,,,,,,,,25.7,5.8216,,25.7,5.82
,,,,,,,,25.711,5.8215,,25.71,5.82
,,,,,,,,25.714,5.8211,,25.71,5.82
,,,,,,,,25.711,5.8211,,25.71,5.82
,,,,,,,,25.735,5.8212,,25.74,5.82
,,,,,,,,25.742,5.8215,,25.74,5.82
,,,,,,,,25.744,5.822,,25.74,5.82
,,,,,,,,25.751,5.8227,,25.75,5.82
,,,,,,,,25.765,5.823,,25.77,5.82
,,,,,,,,25.772,5.8226,,25.77,5.82
,,,,,,,,25.775,5.8231,,25.78,5.82
,,,,,,,,25.782,5.823,,25.78,5.82
,,,,,,,,25.795,5.8226,,25.8,5.82
,,,,,,,,25.791,5.8223,,25.79,5.82
,,,,,,,,25.805,5.8221,,25.81,5.82
,,,,,,,,25.791,5.8219,,25.79,5.82
,,,,,,,,25.835,5.8215,,25.84,5.82
,,,,,,,,25.816,5.8216,,25.82,5.82
,,,,,,,,25.833,5.8214,,25.83,5.82
,,,,,,,,25.845,5.8215,,25.85,5.82
,,,,,,,,25.842,5.8218,,25.84,5.82
,,,,,,,,25.856,5.8218,,25.86,5.82
,,,,,,,,25.863,5.8219,,25.86,5.82
,,,,,,,,25.866,5.823,,25.87,5.82
,,,,,,,,25.873,5.8229,,25.87,5.82
,,,,,,,,25.886,5.8223,,25.89,5.82
,,,,,,,,25.882,5.8224,,25.88,5.82
,,,,,,,,25.896,5.8219,,25.9,5.82
,,,,,,,,25.903,5.8222,,25.9,5.82
,,,,,,,,25.906,5.8224,,25.91,5.82
,,,,,,,,25.923,5.8218,,25.92,5.82
,,,,,,,,25.926,5.8211,,25.93,5.82
,,,,,,,,25.923,5.8206,,25.92,5.82
,,,,,,,,25.947,5.8226,,25.95,5.82
,,,,,,,,25.943,5.8233,,25.94,5.82
,,,,,,,,25.957,5.8226,,25.96,5.82
,,,,,,,,25.954,5.8216,,25.95,5.82
,,,,,,,,25.966,5.8214,,25.97,5.82
,,,,,,,,25.973,5.8211,,25.97,5.82
,,,,,,,,25.977,5.8206,,25.98,5.82
,,,,,,,,25.994,5.8209,,25.99,5.82
,,,,,,,,25.997,5.82,,26,5.82
,,,,,,,,26.003,5.8196,,26,5.82
,,,,,,,,26.008,5.8186,,26.01,5.82
,,,,,,,,26.017,5.819,,26.02,5.82
,,,,,,,,26.024,5.8197,,26.02,5.82
,,,,,,,,26.036,5.8197,,26.04,5.82
,,,,,,,,26.034,5.8199,,26.03,5.82
,,,,,,,,26.047,5.8205,,26.05,5.82
,,,,,,,,26.054,5.8207,,26.05,5.82
,,,,,,,,26.067,5.821,,26.07,5.82
,,,,,,,,26.074,5.8205,,26.07,5.82
,,,,,,,,26.078,5.8207,,26.08,5.82
,,,,,,,,26.085,5.8208,,26.09,5.82
,,,,,,,,26.087,5.8202,,26.09,5.82
,,,,,,,,26.104,5.8194,,26.1,5.82
,,,,,,,,26.108,5.8186,,26.11,5.82
,,,,,,,,26.118,5.8186,,26.12,5.82
,,,,,,,,26.125,5.817,,26.13,5.82
,,,,,,,,26.127,5.816,,26.13,5.82
,,,,,,,,26.134,5.816,,26.13,5.82
,,,,,,,,26.158,5.816,,26.16,5.82
,,,,,,,,26.155,5.8161,,26.16,5.82
,,,,,,,,26.158,5.8163,,26.16,5.82
,,,,,,,,26.176,5.8163,,26.18,5.82
,,,,,,,,26.178,5.8158,,26.18,5.82
,,,,,,,,26.195,5.816,,26.2,5.82
,,,,,,,,26.188,5.8158,,26.19,5.82
,,,,,,,,26.209,5.8162,,26.21,5.82
,,,,,,,,26.206,5.816,,26.21,5.82
,,,,,,,,26.218,5.8162,,26.22,5.82
,,,,,,,,26.225,5.8157,,26.23,5.82
,,,,,,,,26.239,5.8163,,26.24,5.82
,,,,,,,,26.246,5.8165,,26.25,5.82
,,,,,,,,26.249,5.8166,,26.25,5.82
,,,,,,,,26.267,5.8165,,26.27,5.82
,,,,,,,,26.258,5.8165,,26.26,5.82
,,,,,,,,26.279,5.8163,,26.28,5.82
,,,,,,,,26.267,5.8163,,26.27,5.82
,,,,,,,,26.3,5.8161,,26.3,5.82
,,,,,,,,26.297,5.8163,,26.3,5.82
,,,,,,,,26.319,5.8163,,26.32,5.82
,,,,,,,,26.316,5.8165,,26.32,5.82
,,,,,,,,26.33,5.8166,,26.33,5.82
,,,,,,,,26.33,5.8167,,26.33,5.82
,,,,,,,,26.346,5.8166,,26.35,5.82
,,,,,,,,26.34,5.8167,,26.34,5.82
,,,,,,,,26.356,5.8166,,26.36,5.82
,,,,,,,,26.36,5.8165,,26.36,5.82
,,,,,,,,26.367,5.8167,,26.37,5.82
,,,,,,,,26.38,5.8168,,26.38,5.82
,,,,,,,,26.38,5.8168,,26.38,5.82
,,,,,,,,26.386,5.8168,,26.39,5.82
,,,,,,,,26.4,5.8167,,26.4,5.82
,,,,,,,,26.407,5.8171,,26.41,5.82
,,,,,,,,26.41,5.8173,,26.41,5.82
,,,,,,,,26.417,5.8173,,26.42,5.82
,,,,,,,,26.431,5.8179,,26.43,5.82
,,,,,,,,26.431,5.8178,,26.43,5.82
,,,,,,,,26.447,5.8182,,26.45,5.82
,,,,,,,,26.44,5.8184,,26.44,5.82
,,,,,,,,26.458,5.8182,,26.46,5.82
,,,,,,,,26.451,5.8178,,26.45,5.82
,,,,,,,,26.468,5.8178,,26.47,5.82
,,,,,,,,26.47,5.8178,,26.47,5.82
,,,,,,,,26.47,5.8178,,26.47,5.82
,,,,,,,,26.488,5.8176,,26.49,5.82
,,,,,,,,26.491,5.8178,,26.49,5.82
,,,,,,,,26.498,5.8176,,26.5,5.82
,,,,,,,,26.501,5.8176,,26.5,5.82
,,,,,,,,26.51,5.8178,,26.51,5.82
,,,,,,,,26.519,5.8174,,26.52,5.82
,,,,,,,,26.531,5.8171,,26.53,5.82
,,,,,,,,26.528,5.8173,,26.53,5.82
,,,,,,,,26.531,5.8176,,26.53,5.82
,,,,,,,,26.531,5.8181,,26.53,5.82
,,,,,,,,26.549,5.8181,,26.55,5.82
,,,,,,,,26.552,5.8175,,26.55,5.82
,,,,,,,,26.559,5.8173,,26.56,5.82
,,,,,,,,26.561,5.817,,26.56,5.82
,,,,,,,,26.571,5.8168,,26.57,5.82
,,,,,,,,26.579,5.8168,,26.58,5.82
,,,,,,,,26.582,5.8171,,26.58,5.82
,,,,,,,,26.589,5.8173,,26.59,5.82
,,,,,,,,26.592,5.8168,,26.59,5.82
,,,,,,,,26.599,5.8166,,26.6,5.82
,,,,,,,,26.622,5.8171,,26.62,5.82
,,,,,,,,26.612,5.8174,,26.61,5.82
,,,,,,,,26.619,5.8171,,26.62,5.82
,,,,,,,,26.632,5.8174,,26.63,5.82
,,,,,,,,26.632,5.8182,,26.63,5.82
,,,,,,,,26.64,5.8184,,26.64,5.82
,,,,,,,,26.643,5.8179,,26.64,5.82
,,,,,,,,26.659,5.8181,,26.66,5.82
,,,,,,,,26.662,5.8179,,26.66,5.82
,,,,,,,,26.673,5.8179,,26.67,5.82
,,,,,,,,26.68,5.8176,,26.68,5.82
,,,,,,,,26.673,5.8173,,26.67,5.82
,,,,,,,,26.699,5.8168,,26.7,5.82
,,,,,,,,26.692,5.8166,,26.69,5.82
,,,,,,,,26.713,5.8168,,26.71,5.82
,,,,,,,,26.71,5.8171,,26.71,5.82
,,,,,,,,26.723,5.8171,,26.72,5.82
,,,,,,,,26.73,5.8174,,26.73,5.82
,,,,,,,,26.732,5.8171,,26.73,5.82
,,,,,,,,26.743,5.8171,,26.74,5.82
,,,,,,,,26.741,5.817,,26.74,5.82
,,,,,,,,26.763,5.8167,,26.76,5.82
,,,,,,,,26.763,5.816,,26.76,5.82
,,,,,,,,26.781,5.8149,,26.78,5.81
,,,,,,,,26.783,5.8149,,26.78,5.81
,,,,,,,,26.79,5.815,,26.79,5.82
,,,,,,,,26.793,5.8152,,26.79,5.82
,,,,,,,,26.804,5.8157,,26.8,5.82
,,,,,,,,26.811,5.816,,26.81,5.82
,,,,,,,,26.823,5.8163,,26.82,5.82
,,,,,,,,26.82,5.8162,,26.82,5.82
,,,,,,,,26.844,5.8163,,26.84,5.82
,,,,,,,,26.854,5.8168,,26.85,5.82
,,,,,,,,26.851,5.8171,,26.85,5.82
,,,,,,,,26.854,5.8171,,26.85,5.82
,,,,,,,,26.874,5.817,,26.87,5.82
,,,,,,,,26.871,5.817,,26.87,5.82
,,,,,,,,26.884,5.8168,,26.88,5.82
,,,,,,,,26.895,5.8171,,26.9,5.82
,,,,,,,,26.902,5.8171,,26.9,5.82
,,,,,,,,26.905,5.817,,26.91,5.82
,,,,,,,,26.922,5.8168,,26.92,5.82
,,,,,,,,26.924,5.8168,,26.92,5.82
,,,,,,,,26.924,5.817,,26.92,5.82
,,,,,,,,26.942,5.817,,26.94,5.82
,,,,,,,,26.944,5.817,,26.94,5.82
,,,,,,,,26.944,5.8165,,26.94,5.82
,,,,,,,,26.953,5.8153,,26.95,5.82
,,,,,,,,26.975,5.8136,,26.98,5.81
,,,,,,,,26.965,5.8118,,26.97,5.81
,,,,,,,,26.983,5.811,,26.98,5.81
,,,,,,,,26.975,5.8112,,26.98,5.81
,,,,,,,,26.995,5.8113,,27,5.81
,,,,,,,,26.983,5.8116,,26.98,5.81
,,,,,,,,27.005,5.8123,,27.01,5.81
,,,,,,,,27.002,5.8118,,27,5.81
,,,,,,,,27.015,5.8118,,27.02,5.81
,,,,,,,,27.015,5.8118,,27.02,5.81
,,,,,,,,27.023,5.8118,,27.02,5.81
,,,,,,,,27.035,5.8124,,27.04,5.81
,,,,,,,,27.035,5.8136,,27.04,5.81
,,,,,,,,27.042,5.8137,,27.04,5.81
,,,,,,,,27.045,5.8136,,27.05,5.81
,,,,,,,,27.045,5.8141,,27.05,5.81
,,,,,,,,27.053,5.8144,,27.05,5.81
,,,,,,,,27.066,5.8149,,27.07,5.81
,,,,,,,,27.075,5.8144,,27.08,5.81
,,,,,,,,27.063,5.8145,,27.06,5.81
,,,,,,,,27.086,5.8137,,27.09,5.81
,,,,,,,,27.086,5.8136,,27.09,5.81
,,,,,,,,27.084,5.8139,,27.08,5.81
,,,,,,,,27.096,5.8144,,27.1,5.81
,,,,,,,,27.106,5.8147,,27.11,5.81
,,,,,,,,27.103,5.8147,,27.1,5.81
,,,,,,,,27.117,5.815,,27.12,5.82
,,,,,,,,27.117,5.8149,,27.12,5.81
,,,,,,,,27.124,5.8149,,27.12,5.81
,,,,,,,,27.126,5.815,,27.13,5.82
,,,,,,,,27.136,5.8152,,27.14,5.82
,,,,,,,,27.133,5.8152,,27.13,5.82
,,,,,,,,27.147,5.8151,,27.15,5.82
,,,,,,,,27.147,5.8153,,27.15,5.82
,,,,,,,,27.164,5.815,,27.16,5.82
,,,,,,,,27.157,5.8152,,27.16,5.82
,,,,,,,,27.166,5.8155,,27.17,5.82
,,,,,,,,27.175,5.8153,,27.18,5.82
,,,,,,,,27.176,5.8152,,27.18,5.82
,,,,,,,,27.187,5.8149,,27.19,5.81
,,,,,,,,27.184,5.8139,,27.18,5.81
,,,,,,,,27.197,5.8137,,27.2,5.81
,,,,,,,,27.197,5.8139,,27.2,5.81
,,,,,,,,27.205,5.8133,,27.21,5.81
,,,,,,,,27.217,5.8118,,27.22,5.81
,,,,,,,,27.206,5.8121,,27.21,5.81
,,,,,,,,27.224,5.8126,,27.22,5.81
,,,,,,,,27.227,5.8129,,27.23,5.81
,,,,,,,,27.237,5.8131,,27.24,5.81
,,,,,,,,27.245,5.8124,,27.25,5.81
,,,,,,,,27.248,5.812,,27.25,5.81
,,,,,,,,27.248,5.8116,,27.25,5.81
,,,,,,,,27.254,5.8113,,27.25,5.81
,,,,,,,,27.267,5.8115,,27.27,5.81
,,,,,,,,27.278,5.8118,,27.28,5.81
,,,,,,,,27.275,5.8112,,27.28,5.81
,,,,,,,,27.278,5.8107,,27.28,5.81
,,,,,,,,27.288,5.81,,27.29,5.81
,,,,,,,,27.296,5.8099,,27.3,5.81
,,,,,,,,27.308,5.8095,,27.31,5.81
,,,,,,,,27.308,5.8096,,27.31,5.81
,,,,,,,,27.315,5.8102,,27.32,5.81
,,,,,,,,27.318,5.8105,,27.32,5.81
,,,,,,,,27.339,5.8105,,27.34,5.81
,,,,,,,,27.336,5.8102,,27.34,5.81
,,,,,,,,27.339,5.8108,,27.34,5.81
,,,,,,,,27.348,5.8112,,27.35,5.81
,,,,,,,,27.358,5.811,,27.36,5.81
,,,,,,,,27.366,5.8113,,27.37,5.81
,,,,,,,,27.369,5.8113,,27.37,5.81
,,,,,,,,27.379,5.8108,,27.38,5.81
,,,,,,,,27.387,5.8099,,27.39,5.81
,,,,,,,,27.388,5.8086,,27.39,5.81
,,,,,,,,27.398,5.8075,,27.4,5.81
,,,,,,,,27.406,5.8062,,27.41,5.81
,,,,,,,,27.418,5.8058,,27.42,5.81
,,,,,,,,27.418,5.8063,,27.42,5.81
,,,,,,,,27.427,5.8065,,27.43,5.81
,,,,,,,,27.439,5.8073,,27.44,5.81
,,,,,,,,27.439,5.8076,,27.44,5.81
,,,,,,,,27.439,5.8075,,27.44,5.81
,,,,,,,,27.457,5.8071,,27.46,5.81
,,,,,,,,27.458,5.8068,,27.46,5.81
,,,,,,,,27.469,5.8065,,27.47,5.81
,,,,,,,,27.467,5.8062,,27.47,5.81
,,,,,,,,27.489,5.806,,27.49,5.81
,,,,,,,,27.489,5.8071,,27.49,5.81
,,,,,,,,27.497,5.8074,,27.5,5.81
,,,,,,,,27.5,5.8076,,27.5,5.81
,,,,,,,,27.509,5.8073,,27.51,5.81
,,,,,,,,27.509,5.8068,,27.51,5.81
,,,,,,,,27.527,5.8075,,27.53,5.81
,,,,,,,,27.53,5.8078,,27.53,5.81
,,,,,,,,27.53,5.8078,,27.53,5.81
,,,,,,,,27.548,5.8081,,27.55,5.81
,,,,,,,,27.549,5.8084,,27.55,5.81
,,,,,,,,27.549,5.8082,,27.55,5.81
,,,,,,,,27.56,5.8078,,27.56,5.81
,,,,,,,,27.578,5.8074,,27.58,5.81
,,,,,,,,27.57,5.8078,,27.57,5.81
,,,,,,,,27.58,5.8078,,27.58,5.81
,,,,,,,,27.588,5.8083,,27.59,5.81
,,,,,,,,27.6,5.8083,,27.6,5.81
,,,,,,,,27.6,5.8086,,27.6,5.81
,,,,,,,,27.6,5.8081,,27.6,5.81
,,,,,,,,27.618,5.8086,,27.62,5.81
,,,,,,,,27.621,5.8081,,27.62,5.81
,,,,,,,,27.621,5.8078,,27.62,5.81
,,,,,,,,27.639,5.8071,,27.64,5.81
,,,,,,,,27.64,5.8066,,27.64,5.81
,,,,,,,,27.64,5.806,,27.64,5.81
,,,,,,,,27.65,5.8058,,27.65,5.81
,,,,,,,,27.649,5.8057,,27.65,5.81
,,,,,,,,27.661,5.8061,,27.66,5.81
,,,,,,,,27.671,5.806,,27.67,5.81
,,,,,,,,27.661,5.8055,,27.66,5.81
,,,,,,,,27.679,5.806,,27.68,5.81
,,,,,,,,27.691,5.806,,27.69,5.81
,,,,,,,,27.691,5.8056,,27.69,5.81
,,,,,,,,27.689,5.8057,,27.69,5.81
,,,,,,,,27.701,5.8056,,27.7,5.81
,,,,,,,,27.711,5.806,,27.71,5.81
,,,,,,,,27.701,5.8058,,27.7,5.81
,,,,,,,,27.719,5.8059,,27.72,5.81
,,,,,,,,27.711,5.8056,,27.71,5.81
,,,,,,,,27.722,5.8054,,27.72,5.81
,,,,,,,,27.731,5.8051,,27.73,5.81
,,,,,,,,27.73,5.8051,,27.73,5.81
,,,,,,,,27.741,5.8051,,27.74,5.81
,,,,,,,,27.741,5.8051,,27.74,5.81
,,,,,,,,27.749,5.8047,,27.75,5.8
,,,,,,,,27.752,5.8055,,27.75,5.81
,,,,,,,,27.752,5.8047,,27.75,5.8
,,,,,,,,27.762,5.804,,27.76,5.8
,,,,,,,,27.77,5.8042,,27.77,5.8
,,,,,,,,27.762,5.804,,27.76,5.8
,,,,,,,,27.771,5.8039,,27.77,5.8
,,,,,,,,27.782,5.8042,,27.78,5.8
,,,,,,,,27.791,5.8039,,27.79,5.8
,,,,,,,,27.782,5.8035,,27.78,5.8
,,,,,,,,27.802,5.803,,27.8,5.8
,,,,,,,,27.792,5.8021,,27.79,5.8
,,,,,,,,27.81,5.802,,27.81,5.8
,,,,,,,,27.802,5.8016,,27.8,5.8
,,,,,,,,27.813,5.8022,,27.81,5.8
,,,,,,,,27.822,5.8026,,27.82,5.8
,,,,,,,,27.819,5.8033,,27.82,5.8
,,,,,,,,27.832,5.8039,,27.83,5.8
,,,,,,,,27.832,5.8036,,27.83,5.8
,,,,,,,,27.843,5.8034,,27.84,5.8
,,,,,,,,27.84,5.8031,,27.84,5.8
,,,,,,,,27.853,5.8034,,27.85,5.8
,,,,,,,,27.853,5.8038,,27.85,5.8
,,,,,,,,27.862,5.8034,,27.86,5.8
,,,,,,,,27.861,5.8034,,27.86,5.8
,,,,,,,,27.873,5.8036,,27.87,5.8
,,,,,,,,27.873,5.8032,,27.87,5.8
,,,,,,,,27.883,5.8033,,27.88,5.8
,,,,,,,,27.891,5.8029,,27.89,5.8
,,,,,,,,27.892,5.8033,,27.89,5.8
,,,,,,,,27.892,5.8029,,27.89,5.8
,,,,,,,,27.902,5.803,,27.9,5.8
,,,,,,,,27.91,5.8031,,27.91,5.8
,,,,,,,,27.913,5.8033,,27.91,5.8
,,,,,,,,27.923,5.8037,,27.92,5.8
,,,,,,,,27.932,5.8038,,27.93,5.8
,,,,,,,,27.931,5.8039,,27.93,5.8
,,,,,,,,27.943,5.8036,,27.94,5.8
,,,,,,,,27.943,5.804,,27.94,5.8
,,,,,,,,27.943,5.8038,,27.94,5.8
,,,,,,,,27.941,5.804,,27.94,5.8
,,,,,,,,27.932,5.8038,,27.93,5.8
,,,,,,,,27.932,5.8037,,27.93,5.8
,,,,,,,,27.993,5.8031,,27.99,5.8
,,,,,,,,28.032,5.8031,,28.03,5.8
,,,,,,,,28.023,5.8028,,28.02,5.8
,,,,,,,,28.034,5.8031,,28.03,5.8
,,,,,,,,28.044,5.8025,,28.04,5.8
,,,,,,,,28.073,5.8022,,28.07,5.8
,,,,,,,,28.084,5.8016,,28.08,5.8
,,,,,,,,28.125,5.8009,,28.13,5.8
,,,,,,,,28.145,5.8006,,28.15,5.8
,,,,,,,,28.154,5.8004,,28.15,5.8
,,,,,,,,28.153,5.8001,,28.15,5.8
,,,,,,,,28.154,5.7999,,28.15,5.8
,,,,,,,,28.165,5.8,,28.17,5.8
,,,,,,,,28.185,5.7997,,28.19,5.8
,,,,,,,,28.196,5.8,,28.2,5.8
,,,,,,,,28.214,5.7999,,28.21,5.8
,,,,,,,,28.215,5.7996,,28.22,5.8
,,,,,,,,28.236,5.7997,,28.24,5.8
,,,,,,,,28.256,5.7995,,28.26,5.8
,,,,,,,,28.265,5.7993,,28.27,5.8
,,,,,,,,28.296,5.799,,28.3,5.8
,,,,,,,,28.306,5.7991,,28.31,5.8
,,,,,,,,28.327,5.7993,,28.33,5.8
,,,,,,,,28.347,5.7993,,28.35,5.8
,,,,,,,,28.357,5.7993,,28.36,5.8
,,,,,,,,28.365,5.7993,,28.37,5.8
,,,,,,,,28.367,5.7995,,28.37,5.8
,,,,,,,,28.357,5.7994,,28.36,5.8
,,,,,,,,28.378,5.7988,,28.38,5.8
,,,,,,,,28.397,5.7986,,28.4,5.8
,,,,,,,,28.416,5.7979,,28.42,5.8
,,,,,,,,28.437,5.798,,28.44,5.8
,,,,,,,,28.448,5.7985,,28.45,5.8
,,,,,,,,28.458,5.7986,,28.46,5.8
,,,,,,,,28.498,5.799,,28.5,5.8
,,,,,,,,28.487,5.7991,,28.49,5.8
,,,,,,,,28.518,5.7992,,28.52,5.8
,,,,,,,,28.518,5.7994,,28.52,5.8
,,,,,,,,28.528,5.7993,,28.53,5.8
,,,,,,,,28.539,5.7999,,28.54,5.8
,,,,,,,,28.549,5.8001,,28.55,5.8
